Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Disney Sing It: Pop Hits,Wii,2009,Misc,Disney Interactive Studios,1.07,0.28,0,0.13,,,,,Zoe Mode,E
007: Quantum of Solace,X360,2008,Action,Activision,0.82,0.51,0.01,0.14,65,69,7.1,71,Treyarch,T
Major League Baseball 2K5,PS2,2005,Sports,Take-Two Interactive,0.72,0.56,0,0.19,82,19,7.4,20,Kush Games,E
Fight Night 2004,PS2,2004,Fighting,Electronic Arts,1.08,0.2,0,0.2,85,43,9,25,EA Sports,T
LEGO Star Wars III: The Clone Wars,X360,2011,Action,LucasArts,0.84,0.51,0,0.13,75,43,7.8,42,Traveller's Tales,E10+
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,Ubisoft,0.82,0.59,0,0.07,93,74,8.6,68,Ubisoft Shanghai,T
LEGO City Undercover,3DS,2013,Platform,Nintendo,0.52,0.77,0.07,0.11,,,,,,
Imagine: Master Chef,DS,2007,Simulation,Ubisoft,0.39,0.91,0,0.17,,,,,Ubisoft,E
Disney Princess,GBA,2003,Platform,THQ,1.04,0.37,0,0.06,,,,,Art,E
Mario Golf,N64,1999,Action,Nintendo,0.62,0.18,0.65,0.02,,,,,,
Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,0.71,0.43,0.07,0.26,33,58,4.8,479,Nihilistic,M
Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,Ubisoft,0.93,0.4,0.02,0.12,79,75,7.2,334,Ubisoft Paris,M
Fight Night Round 3,X360,2006,Fighting,Electronic Arts,1.33,0.03,0.01,0.1,86,67,8.8,264,EA Chicago,T
Xenogears,PS,1998,Role-Playing,SquareSoft,0.29,0.19,0.89,0.1,84,15,8.4,204,SquareSoft,T
The SpongeBob SquarePants Movie,GBA,2004,Platform,THQ,1.02,0.38,0,0.06,,,,,WayForward,E
Super Scribblenauts,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,1.06,0.29,0,0.11,81,53,8.2,46,5TH Cell,E10+
Midway Arcade Treasures,PS2,2003,Misc,Midway Games,0.72,0.56,0,0.19,76,22,,,Midway,T
Triple Play 99,PS,1999,Sports,1999,0.81,0.55,0,0.1,,,,,,
Dragon Quest VII: Warriors of Eden,3DS,2013,Role-Playing,Square Enix,0.06,0.09,1.3,0.01,,,,,,
Super Monkey Ball,GC,2001,Puzzle,Atari,0.95,0.37,0.1,0.04,87,28,7.9,46,Amusement Vision,E
SoulCalibur IV,PS3,2008,Fighting,Ubisoft,0.72,0.4,0.14,0.2,85,65,7.9,129,Namco,T
Donkey Kong,2600,1981,Platform,Coleco,1.36,0.08,0,0.02,,,,,,
Mortal Kombat 4,PS,1998,Fighting,GT Interactive,0.81,0.55,0,0.1,,,,,,
New Play Control! Mario Power Tennis,Wii,2009,Sports,Nintendo,0.35,0.69,0.28,0.14,,,,,,
Mario Superstar Baseball,GC,2005,Sports,Nintendo,0.93,0.24,0.25,0.04,76,38,8.6,41,Namco,E
Wall-E,DS,2008,Platform,THQ,0.46,0.82,0,0.17,54,15,,,Helixe,E
WCW vs the World,PS,1998,Fighting,THQ,1.17,0.2,0.04,0.05,,,,,,
Battlefield: Bad Company,X360,2008,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,83,70,7.7,263,EA DICE,T
Homefront,X360,2011,Shooter,THQ,0.83,0.48,0.02,0.12,70,85,6,399,Kaos Studios,M
Onimusha 3: Demon Siege,PS2,2004,Action,Capcom,0.37,0.47,0.54,0.07,85,53,8.6,73,Capcom,M
Madden NFL 15,PS3,2014,Sports,Electronic Arts,1.08,0.11,0,0.27,,,2.7,13,EA Sports,E
Red Dead Revolver,PS2,2004,Shooter,Take-Two Interactive,0.71,0.55,0,0.19,73,42,7.8,70,Rockstar San Diego,M
Resident Evil: Outbreak,PS2,2003,Action,Capcom,0.54,0.35,0.46,0.1,71,40,8.3,94,Capcom,M
Tamagotchi,GB,1996,Simulation,Namco Bandai Games,0,0,1.44,0.01,,,,,,
4 Nin uchi Mahjong,NES,1984,Misc,Nintendo,0,0,1.45,0,,,,,,
Dragon Ball Z,SNES,1993,Fighting,Namco Bandai Games,0,0,1.45,0,,,,,,
Game de Hakken!! Tamagotchi 2,GB,1997,Simulation,Namco Bandai Games,0,0,1.44,0.01,,,,,,
Namco Museum 64,N64,1999,Misc,Namco Bandai Games,1.24,0.17,0.03,0.01,,,,,,
Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts,0.78,0.45,0.03,0.19,94,62,8.5,1081,BioWare,M
LEGO Battles: Ninjago,DS,2011,Strategy,Warner Bros. Interactive Entertainment,1.02,0.32,0,0.11,59,14,6.9,11,Hellbent Games,E
Tony Hawk's American Wasteland (Weekly american sales),PS2,2005,Sports,Activision,1.38,0.05,0,0.02,,,,,,
NBA 2K14,PS4,2013,Sports,Take-Two Interactive,0.89,0.31,0.01,0.23,85,20,6.5,368,Visual Concepts,E
The House of the Dead 2 & 3 Return,Wii,2008,Shooter,Sega,0.77,0.49,0.03,0.15,,,,,,
SingStar Pop,PS2,2007,Misc,Sony Computer Entertainment,0.04,1.08,0,0.32,73,13,7.5,8,SCEE London Studio,E10+
Kirby Super Star,SNES,1996,Platform,Nintendo,0.26,0.07,1.09,0.02,,,,,,
Sonic & Sega All-Stars Racing,Wii,2010,Racing,Sega,0.61,0.68,0,0.15,,,,,,
Disney Infinity,X360,2013,Action,Disney Interactive Studios,0.97,0.34,0,0.13,74,38,6.5,79,Avalanche Software,E10+
My Word Coach,DS,2007,Misc,Ubisoft,0.37,0.89,0,0.18,71,7,6.8,5,Ubisoft,E
Tiger Woods PGA Tour 2005,PS2,2004,Sports,Electronic Arts,1.03,0.32,0,0.09,88,30,8.2,20,EA Sports,E
NCAA Football 2003,PS2,2002,Sports,Electronic Arts,1.16,0.08,0,0.19,91,19,8.6,27,EA Sports,E
Star Wars: The Force Unleashed II,X360,2010,Action,LucasArts,0.95,0.37,0,0.11,61,59,5.7,180,LucasArts,T
Frogger 2: Swampy's Revenge,PS,1999,Action,Hasbro Interactive,0.8,0.54,0,0.09,77,4,7.9,8,Blitz Games,E
WWE SmackDown vs Raw 2008,X360,2007,Fighting,THQ,0.92,0.38,0,0.13,71,41,6.8,48,Yuke's,T
Kinect Joy Ride,X360,2010,Racing,Microsoft Game Studios,0.92,0.39,0,0.12,52,46,5,20,BigPark,E
Smarty Pants,Wii,2007,Misc,Electronic Arts,0.52,0.75,0,0.16,65,26,7.6,10,Planet Moon Studios,E
SNK vs. Capcom: The Match of the Millennium,PSP,2006,Fighting,Sega,0.53,0.57,0,0.34,,,,,,
Disney's DuckTales,GB,1988,Platform,Capcom,0.82,0.23,0.35,0.03,,,,,,
Disney Princess: Magical Jewels,DS,2007,Adventure,Disney Interactive Studios,1.12,0.19,0,0.11,,,,,1st Playable Productions,E
Classic NES Series: Super Mario Bros.,GBA,2004,Platform,Nintendo,0,0,1.39,0.03,84,14,8.6,44,Nintendo,E
Triple Play 2000,PS,1999,Sports,Electronic Arts,0.79,0.54,0,0.09,,,,,,
Anno 2070,PC,2011,Strategy,Ubisoft,0,1.13,0,0.29,83,33,7,493,"Blue Byte, Related Designs",T
Hasbro Family Game Night,Wii,2008,Puzzle,Electronic Arts,0.96,0.33,0,0.13,63,12,7.5,11,EA Bright Light,E
Sonic Rivals,PSP,2006,Racing,Sega,0.73,0.42,0,0.27,64,25,7.8,38,Backbone Entertainment,E
BioShock,PS3,2008,Shooter,Take-Two Interactive,0.75,0.46,0.01,0.2,94,51,8.7,881,"Digital Extremes, 2K Marin",M
Mass Effect 3,PS3,2012,Role-Playing,Electronic Arts,0.63,0.56,0.03,0.2,93,30,5.5,1849,BioWare,M
Cabela's Big Game Hunter,PS2,2002,Sports,Activision,0.7,0.54,0,0.18,59,7,7.8,12,Sand Grain Studios,T
NBA Live 06 (Weekly american sales),PS2,2005,Sports,Electronic Arts,1.35,0.05,0,0.02,,,,,,
SimCity (2013),PC,2013,Simulation,Electronic Arts,0.48,0.77,0,0.17,64,75,2.2,4572,Maxis,E10+
The Legend of Zelda: The Minish Cap,GBA,2004,Action,Nintendo,0.89,0.22,0.22,0.1,89,56,9,203,Flagship,E
NFL Street,PS2,2004,Sports,Electronic Arts,1.15,0.08,0,0.19,80,36,8.9,45,EA Tiburon,E
Super Metroid,SNES,1994,Action,Nintendo,0.57,0.12,0.71,0.02,,,,,,
Pro Yakyuu Family Stadium '87,NES,1987,Sports,Namco Bandai Games,0.12,0,1.3,0,,,,,,
Dead Space 2,PS3,2011,Shooter,Electronic Arts,0.73,0.48,0,0.21,89,78,8.4,535,Visceral Games,M
Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,Electronic Arts,0.8,0.47,0,0.14,81,18,8.7,34,EA Tiburon,E
Metal Gear Rising: Revengeance,PS3,2013,Action,Konami Digital Entertainment,0.45,0.37,0.44,0.16,80,61,7.9,746,PlatinumGames,M
Resident Evil (Remake),GC,2002,Action,Capcom,0.63,0.38,0.35,0.05,,,,,,
Rayman Raving Rabbids,Wii,2006,Misc,Ubisoft,1.22,0.06,0.02,0.11,76,54,7.9,116,Ubisoft Montpellier,E
Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,Square Enix,0.09,0.07,1.24,0.02,77,33,7.3,15,TOSE,E
UFC Undisputed 2010,PS3,2010,Fighting,THQ,0.8,0.4,0.02,0.18,85,54,7.2,48,Yuke's,T
LEGO Star Wars: The Video Game,GC,2005,Action,Eidos Interactive,1.09,0.28,0,0.04,,,,,,
Medal of Honor: Warfighter,PS3,2012,Action,Electronic Arts,0.48,0.62,0.06,0.26,55,22,6,250,Danger Close,M
Disney's The Lion King,GEN,1994,Platform,Virgin Interactive,0.97,0.37,0.03,0.05,,,,,,
Sonic's Ultimate Genesis Collection,X360,2009,Misc,Sega,0.85,0.43,0,0.13,79,45,8.5,40,Backbone Entertainment,E10+
Hello Kitty Party,DS,2007,Misc,Rising Star Games,0.78,0.51,0,0.12,,,,,Barnstorm Games,E
The Sims 3,Wii,2010,Simulation,Electronic Arts,0.57,0.69,0,0.14,,,2.5,31,The Sims Studio,T
Knockout Kings 2000,PS,1999,Fighting,Electronic Arts,1.02,0.34,0,0.05,,,,,,
Gran Turismo 4 Prologue,PS2,2003,Racing,Sony Computer Entertainment,0,0.47,0.77,0.17,,,,,,
Diablo III,X360,2013,Role-Playing,Activision,0.9,0.39,0,0.12,87,42,6.6,384,Blizzard Entertainment,M
Twisted Metal: Black,PS2,2001,Racing,Sony Computer Entertainment,1.19,0.17,0,0.05,91,15,8.4,98,Incognito Inc.,M
NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,0.69,0.54,0,0.18,87,19,8.4,15,EA Tiburon,E
Fight Night Round 4,X360,2009,Fighting,Electronic Arts,0.95,0.33,0,0.13,87,76,8.1,86,EA Canada,T
Spider-Man: The Movie,XB,2002,Action,Activision,1.07,0.28,0,0.05,79,29,7.5,11,Treyarch,E
LEGO Star Wars II: The Original Trilogy,PSP,2006,Action,LucasArts,0.58,0.5,0,0.32,83,11,8.6,26,Traveller's Tales,E10+
Dead Space,X360,2008,Action,Electronic Arts,0.89,0.39,0,0.13,89,79,8.7,768,EA Redwood Shores,M
Need For Speed: Undercover,PS2,2008,Racing,Electronic Arts,0.38,0.08,0.03,0.93,,,6.5,38,Exient Entertainment,T
2Xtreme,PS,1996,Sports,Sony Computer Entertainment,1.15,0.2,0,0.05,,,,,,
LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,Activision,0.9,0.38,0,0.12,72,13,6.1,14,Traveller's Tales,E10+
Ridge Racer,PSP,2004,Racing,Sony Computer Entertainment,0.36,0.44,0.32,0.27,88,58,8.2,65,Namco,E
Sonic Advance 3,GBA,2004,Platform,THQ,0.74,0.52,0.08,0.06,79,30,8.4,34,Dimps Corporation,E
Final Fantasy III,NES,1990,Role-Playing,SquareSoft,0,0,1.39,0.01,,,,,,
Tomb Raider (2013),PS4,2014,Action,Square Enix,0.47,0.65,0.06,0.22,,,,,,
Colin McRae Rally 3,PS2,2002,Racing,Codemasters,0.03,1.05,0.02,0.3,86,25,7.7,24,Codemasters,E
Forza Horizon 2,XOne,2014,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.11,86,85,8.2,977,Playground Games,E10+
Madden NFL 2002,PS,2001,Sports,Electronic Arts,0.78,0.53,0,0.09,88,9,8,7,EA Sports,E
Inazuma Eleven 2,DS,2009,Role-Playing,Nintendo,0,0.19,1.18,0.03,,,,,,
NBA Jam,SNES,1994,Sports,Acclaim Entertainment,1.19,0.16,0,0.03,,,,,,
Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991,Action,Konami Digital Entertainment,1.05,0.17,0.15,0.02,,,,,,
Dynasty Warriors 5,PS2,2005,Action,Tecmo Koei,0.24,0.18,0.91,0.06,69,29,8.8,68,Omega Force,T
Hannah Montana: Spotlight World Tour,Wii,2007,Action,Disney Interactive Studios,0.87,0.38,0,0.13,,,,,,
Injustice: Gods Among Us,X360,2013,Fighting,Warner Bros. Interactive Entertainment,0.97,0.3,0,0.11,81,63,7.9,362,NetherRealm Studios,T
Far Cry 2,PS3,2008,Action,Ubisoft,0.43,0.69,0.01,0.26,85,49,6.4,241,Ubisoft Montreal,M
Yoshi's New Island,3DS,2014,Platform,Nintendo,0.48,0.53,0.28,0.09,64,71,6.1,155,Arzest,E
LEGO Batman 2: DC Super Heroes,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.37,0,0.11,,,7.1,12,TT Games,E10+
True Crime: Streets of LA,XB,2003,Action,Activision,0.96,0.37,0,0.05,77,39,7.8,28,"Luxoflux, Inc.",M
Toy Story 3: The Video Game,Wii,2010,Action,Disney Interactive Studios,0.63,0.62,0,0.14,,,,,,
Bravely Default: Flying Fairy,3DS,2012,Role-Playing,Nintendo,0.5,0.32,0.49,0.08,,,,,,
Ryse: Son of Rome,XOne,2013,Action,Microsoft Game Studios,0.83,0.43,0,0.13,60,77,6.1,1409,Crytek,M
Mortal Kombat X,XOne,2015,Fighting,Warner Bros. Interactive Entertainment,1.03,0.21,0,0.14,86,21,7.3,279,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M
Paper Mario,N64,2000,Role-Playing,Nintendo,0.58,0.18,0.59,0.02,,,,,,
Rise of the Tomb Raider,XOne,2015,Adventure,Square Enix,0.55,0.7,0.02,0.11,86,102,8,1288,Crystal Dynamics,M
Duke Nukem: Time to Kill,PS,1998,Shooter,Take-Two Interactive,0.77,0.54,0,0.07,,,,,,
Sonic Generations,X360,2011,Platform,Sega,0.71,0.53,0,0.13,77,49,8.3,340,"Sega, Sonic Team",E
Dave Mirra Freestyle BMX 2,PS2,2001,Sports,Acclaim Entertainment,0.67,0.53,0,0.18,81,21,8.1,18,"Z-Axis, Ltd.",T
Bakugan: Battle Brawlers,DS,2009,Action,Activision,1.26,0.02,0,0.1,60,6,6.7,7,Now Production,E
LEGO Indiana Jones: The Original Adventures,PS2,2008,Action,LucasArts,0.6,0.01,0,0.76,77,12,8.4,16,Traveller's Tales,E10+
Deus Ex: Human Revolution,X360,2011,Shooter,Square Enix,0.76,0.47,0.02,0.12,89,70,8.3,684,Eidos Montreal,M
A Collection of Activision Classic Games for the Atari 2600,PS,1998,Misc,Activision,0.76,0.52,0,0.09,,,,,,
Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,Square Enix,0.33,0.41,0.54,0.1,81,44,6.1,60,"Square Enix, Think and Feel",E10+
Call of Duty: Black Ops,Wii,2010,Shooter,Activision,0.8,0.45,0,0.12,80,25,5.8,87,Treyarch,M
Deus Ex: Human Revolution,PS3,2011,Shooter,Square Enix,0.5,0.59,0.07,0.22,89,50,8.2,682,Eidos Montreal,M
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,Activision,0.99,0.33,0,0.05,86,67,8.6,140,Obsidian Entertainment,T
Pocket Monsters Stadium,N64,1998,Strategy,Nintendo,0,0,1.37,0,,,,,,
The Sims 2,PSP,2005,Simulation,Electronic Arts,0.49,0.55,0,0.33,65,17,6.9,32,Maxis,T
Dead Rising 2,PS3,2010,Action,Capcom,0.43,0.56,0.15,0.21,80,54,6.7,178,Blue Castle Games,M
Ridge Racer 7,PS3,2006,Racing,Namco Bandai Games,0.24,0.7,0.16,0.26,78,45,7.1,52,Namco Bandai Games,E
Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,0.86,0.45,0,0.06,80,53,8.9,58,Red Storm Entertainment,T
Need for Speed: The Run,X360,2011,Action,Electronic Arts,0.63,0.57,0,0.15,68,65,6,160,Black Box,T
Crash Bandicoot 2: N-Tranced,GBA,2003,Platform,Vivendi Games,0.63,0.66,0,0.07,75,21,7.8,30,Vicarious Visions,E
Titanfall,X360,2014,Shooter,Electronic Arts,0.87,0.34,0.02,0.13,83,21,5.9,371,Bluepoint Games,M
SingStar Abba,PS2,2008,Misc,Sony Computer Entertainment,0.23,0.04,0,1.09,64,11,,,SCEE London Studio,T
Gradius,NES,1986,Shooter,Konami Digital Entertainment,0.27,0.08,1,0.01,,,,,,
Dragon Quest III: Soshite Densetsu e...,SNES,1996,Role-Playing,Enix Corporation,0,0,1.36,0,,,,,,
Centipede,2600,1981,Shooter,Atari,1.26,0.08,0,0.01,,,,,,
Dead to Rights,PS2,2002,Shooter,Electronic Arts,0.67,0.52,0,0.17,73,20,8.9,36,Namco,M
WWE '13,PS3,2012,Action,THQ,0.51,0.6,0,0.25,76,24,8.1,99,THQ,T
Dance Dance Revolution (Japan),PS,1999,Simulation,Konami Digital Entertainment,0,0,1.26,0.09,,,,,,
Hasbro Family Game Night 2,Wii,2009,Misc,Electronic Arts,0.7,0.52,0,0.13,63,16,6.3,6,Electronic Arts,E
Madden NFL 98,PS,1997,Sports,Electronic Arts,1.29,0.03,0,0.03,,,,,,
Gardening Mama,DS,2009,Puzzle,505 Games,0.79,0.42,0.01,0.13,60,17,9.3,4,Taito Corporation,E
Burnout Paradise,X360,2008,Racing,Electronic Arts,0.63,0.57,0.01,0.14,88,68,6.9,279,Criterion Games,E10+
Middle-Earth: Shadow of Mordor,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.73,0.5,0.01,0.12,87,12,8,585,Monolith Productions,M
MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,0.43,0.65,0.02,0.25,82,63,8,318,Evolution Studios,T
Samurai Warriors,PS2,2004,Action,Electronic Arts,0.22,0.05,1.06,0.02,73,37,8.7,23,Omega Force,T
Battlefield 4,PC,2013,Shooter,Electronic Arts,0.39,0.87,0,0.1,81,52,6,3517,EA DICE,M
The Simpsons: Hit & Run,XB,2003,Racing,Vivendi Games,0.7,0.58,0,0.07,,,,,,
Gears of War 4,XOne,2016,Shooter,Microsoft Game Studios,0.78,0.44,0,0.12,84,96,6.2,815,The Coalition,M
SaGa Frontier,PS,1997,Role-Playing,SquareSoft,0.15,0.04,1.07,0.09,,,,,,
SingStar Party,PS2,2004,Misc,Sony Computer Entertainment,0,1.04,0,0.31,,,,,,
FIFA Soccer 08,PSP,2007,Sports,Electronic Arts,0.2,0.76,0,0.39,79,7,7.4,15,EA Canada,E
FIFA Soccer 09,PSP,2008,Sports,Electronic Arts,0.23,0.73,0.02,0.37,84,8,8.9,21,EA Canada,E
Disney Princess: Enchanted Journey,Wii,2007,Adventure,Disney Interactive Studios,1.22,0.03,0,0.09,,,4.3,4,Papaya Studios,E
FIFA Soccer 08,X360,2007,Sports,Electronic Arts,0.31,0.89,0.01,0.14,82,43,7.9,57,EA Canada,E
Test Drive,PS2,2002,Racing,Atari,0.95,0.21,0.01,0.18,73,19,7.4,23,Pitbull Syndicate,T
Devil May Cry 4,X360,2008,Action,Capcom,0.79,0.34,0.08,0.13,84,61,8,248,Capcom,M
Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,Ubisoft,0.66,0.44,0.04,0.21,81,32,7.9,93,Ubisoft Montreal,M
Metroid: Other M,Wii,2010,Action,Nintendo,0.85,0.27,0.13,0.1,79,71,6.5,482,Team Ninja,T
Crysis 2,X360,2011,Action,Electronic Arts,0.71,0.49,0.02,0.12,84,72,7.5,533,Crytek,M
Chrono Trigger,DS,2008,Role-Playing,Square Enix,0.61,0.16,0.49,0.08,92,57,8.9,440,TOSE,E10+
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,Capcom,0.81,0.28,0.11,0.14,84,56,7.3,147,Capcom,T
Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,1.03,0.27,0,0.04,,,,,,
Doom 3,XB,2005,Shooter,Activision,0.85,0.43,0,0.06,88,71,7.4,116,Vicarious Visions,M
Tom Clancy's Rainbow Six: Siege,XOne,2015,Shooter,Ubisoft,0.77,0.45,0,0.12,74,24,6.9,252,Ubisoft Montreal,M
F1 2010,PS3,2010,Racing,Codemasters,0.25,0.75,0.08,0.26,84,46,7.8,83,Codemasters Birmingham,E
Monster Hunter Freedom,PSP,2005,Role-Playing,Capcom,0.24,0.03,1.03,0.04,71,34,8.6,78,Capcom,T
Donkey Kong Jungle Beat,GC,2004,Platform,Nintendo,0.84,0.22,0.24,0.04,80,49,8.3,30,Nintendo,E10+
Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01,74,26,8.4,60,EA Canada,E10+
Lost Planet: Extreme Condition,X360,2006,Shooter,Capcom,1.09,0.04,0.1,0.1,79,76,7.1,187,Capcom,T
Command & Conquer: Red Alert 2,PC,2000,Strategy,Electronic Arts,1.32,0.02,0,0,,,,,,
NBA 2K15,PS3,2014,Sports,Take-Two Interactive,0.87,0.21,0.02,0.24,,,3.5,22,Visual Concepts,E
Max Payne 2: The Fall of Max Payne,PS2,2003,Shooter,Take-Two Interactive,0.65,0.51,0,0.17,73,27,8.2,63,Rockstar Vienna,M
Battlefield: Bad Company,PS3,2008,Shooter,Electronic Arts,0.76,0.35,0.05,0.18,84,50,8.1,203,EA DICE,T
MVP Baseball 2004,PS2,2004,Sports,Electronic Arts,1.1,0.06,0,0.18,90,28,8.6,51,EA Sports,E
Yokai Watch 3,3DS,2016,Action,Level 5,0,0,1.33,0,,,,,,
Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004,Platform,Sony Computer Entertainment,1.27,0.05,0,0.02,,,,,,
Alan Wake,X360,2010,Action,Microsoft Game Studios,0.66,0.5,0.05,0.13,83,100,8.1,1156,Remedy Entertainment,T
Spider-Man: The Movie,GBA,2002,Action,Activision,0.92,0.35,0.01,0.05,,,,,,
WWF War Zone,N64,1998,Fighting,Acclaim Entertainment,1.08,0.24,0,0.02,,,,,,
Tony Hawk's Pro Skater,GB,2000,Sports,Activision,0.9,0.38,0.01,0.05,,,,,,
The Sims: Bustin' Out,GBA,2003,Simulation,Electronic Arts,0.93,0.35,0,0.06,,,,,,
Triple Play 2001,PS,2000,Sports,Electronic Arts,0.74,0.5,0,0.09,,,,,,
Metroid Prime 2: Echoes,GC,2004,Shooter,Nintendo,0.87,0.35,0.07,0.04,92,60,8.8,279,Retro Studios,T
The Elder Scrolls V: Skyrim,PS4,2016,Role-Playing,Bethesda Softworks,0.48,0.59,0.04,0.21,,,,,,
Corvette,PS2,2004,Racing,TDK Mediactive,0.65,0.51,0,0.17,57,15,6.5,21,Steel Monkeys,E
WWE SmackDown vs Raw 2008,PS3,2007,Fighting,THQ,0.62,0.49,0.01,0.2,74,27,7.3,41,Yuke's,T
Skylanders SWAP Force,X360,2013,Platform,Activision,0.86,0.34,0,0.12,83,37,5.7,45,Vicarious Visions,E10+
Grand Theft Auto: Chinatown Wars,DS,2009,Action,Take-Two Interactive,0.58,0.56,0.05,0.14,93,85,8.3,280,Rockstar Leeds,M
UFC Undisputed 2010,X360,2010,Fighting,THQ,0.9,0.31,0,0.11,84,70,6.7,80,Yuke's,T
World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,Activision,0.01,0.13,0,1.18,91,47,7.5,930,Blizzard Entertainment,T
Gyromite,NES,1985,Puzzle,Nintendo,0.73,0.16,0.4,0.03,,,,,,
TOCA 2: Touring Cars,PS,1998,Racing,Codemasters,0.03,1.16,0.02,0.11,,,,,,
NFL 2K3,PS2,2002,Sports,Atari,1.06,0.08,0,0.18,93,20,7.4,25,Visual Concepts,E
Assassin's Creed III: Liberation,PSV,2012,Action,Ubisoft,0.53,0.48,0.06,0.24,70,71,7.2,318,Ubisoft,M
Fighting Force,PS,1997,Fighting,Eidos Interactive,0.73,0.5,0,0.09,,,,,,
Petz Wild Animals: Dolphinz,DS,2007,Simulation,Ubisoft,0.71,0.48,0,0.13,,,,,Magic Pockets,E
Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003,Role-Playing,Capcom,0.31,0.04,0.96,0.01,,,,,,
Your Shape: Fitness Evolved,X360,2010,Sports,Ubisoft,0.79,0.41,0,0.11,73,32,7.5,25,Ubisoft Montreal,E
Need for Speed Underground Rivals,PSP,2005,Racing,Electronic Arts,0.69,0.37,0.02,0.24,74,36,8.5,38,Team Fusion,E
Madden NFL 97,PS,1996,Sports,Electronic Arts,0.73,0.5,0,0.09,,,,,,
The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,Sony Computer Entertainment,0.67,0.34,0.13,0.17,,,,,,
TNN Motor Sports Hardcore 4x4,PS,1996,Racing,ASC Games,0.73,0.5,0,0.09,,,,,,
MAG: Massive Action Game,PS3,2010,Shooter,Sony Computer Entertainment,0.77,0.29,0.09,0.16,,,,,,
IHRA Drag Racing 2,PS2,2002,Racing,Bethesda Softworks,0.64,0.5,0,0.17,,,7.4,63,Bethesda Softworks,E
Rage,PS3,2011,Shooter,Bethesda Softworks,0.47,0.58,0.06,0.2,81,37,6.2,353,id Software,M
LEGO Harry Potter: Years 1-4,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.55,0.55,0,0.21,79,42,8,52,Traveller's Tales,E10+
Madagascar,PS2,2005,Platform,Activision,0.78,0.45,0,0.07,69,25,7.4,25,Toys for Bob,E10+
The Witcher 3: Wild Hunt,XOne,2015,Role-Playing,Namco Bandai Games,0.69,0.5,0,0.11,91,13,9.2,3963,CD Projekt Red Studio,M
Rugrats Studio Tour,PS,1999,Adventure,THQ,0.57,0.67,0,0.07,,,,,,
Pitfall II: Lost Caverns,2600,1983,Platform,Activision,1.22,0.07,0,0.02,,,,,,
Turok: Evolution,PS2,2002,Shooter,Acclaim Entertainment,0.64,0.5,0,0.17,61,20,7.3,27,Acclaim,M
[Prototype],X360,2009,Action,Activision,0.84,0.35,0,0.12,78,83,7.8,356,Radical Entertainment,M
Burnout 3: Takedown,XB,2004,Racing,Electronic Arts,0.84,0.43,0,0.04,94,76,7.2,139,Criterion Games,T
The Beatles: Rock Band,X360,2009,Misc,MTV Games,0.97,0.23,0,0.11,89,76,8.6,127,Harmonix Music Systems,T
Adventure,2600,1987,Adventure,Atari,1.21,0.08,0,0.01,,,,,,
Yu-Gi-Oh! The Sacred Cards,GBA,2002,Role-Playing,Konami Digital Entertainment,0.94,0.35,0,0.02,,,,,,
NBA Live 07,PS2,2006,Sports,Electronic Arts,1.07,0.04,0.02,0.17,63,12,6,39,EA Sports,E
Yoshi's Woolly World,WiiU,2015,Platform,Nintendo,0.62,0.47,0.11,0.1,78,83,8.5,376,Good-Feel,E
Skylanders Giants,X360,2012,Action,Activision,0.75,0.44,0,0.11,80,35,6.6,38,Toys for Bob,E10+
SingStar '80s,PS2,2005,Misc,Sony Computer Entertainment,0.27,0.02,0,1.02,78,22,8.3,6,SCEA,T
